Date,Year,Month Number,Fiscal Year,Fiscal Month,Day,Day Name,Month Name,Quarter Number,Fiscal Quarter,FQuarter Name,Week No,Sort FWeek no,Fiscal Year-Quarter,Year-Month,Year Week,Sort FMonthYear,Sort FQuarterYear,SortYearWeek
12/18/2023,2023,12,2024,6,18,Mon,Dec,4,2,Q2,52,26,2024Q02,2023-Dec,2023-52,202406,202304,202326
12/19/2023,2023,12,2024,6,19,Tue,Dec,4,2,Q2,52,26,2024Q02,2023-Dec,2023-52,202406,202304,202326
12/20/2023,2023,12,2024,6,20,Wed,Dec,4,2,Q2,52,26,2024Q02,2023-Dec,2023-52,202406,202304,202326
12/21/2023,2023,12,2024,6,21,Thu,Dec,4,2,Q2,52,26,2024Q02,2023-Dec,2023-52,202406,202304,202326
12/22/2023,2023,12,2024,6,22,Fri,Dec,4,2,Q2,52,26,2024Q02,2023-Dec,2023-52,202406,202304,202326
12/23/2023,2023,12,2024,6,23,Sat,Dec,4,2,Q2,52,26,2024Q02,2023-Dec,2023-52,202406,202304,202326
12/24/2023,2023,12,2024,6,24,Sun,Dec,4,2,Q2,52,26,2024Q02,2023-Dec,2023-52,202406,202304,202326
12/25/2023,2023,12,2024,6,25,Mon,Dec,4,2,Q2,53,27,2024Q02,2023-Dec,2023-53,202406,202304,202327
12/26/2023,2023,12,2024,6,26,Tue,Dec,4,2,Q2,53,27,2024Q02,2023-Dec,2023-53,202406,202304,202327
12/27/2023,2023,12,2024,6,27,Wed,Dec,4,2,Q2,53,27,2024Q02,2023-Dec,2023-53,202406,202304,202327
12/28/2023,2023,12,2024,6,28,Thu,Dec,4,2,Q2,53,27,2024Q02,2023-Dec,2023-53,202406,202304,202327
12/29/2023,2023,12,2024,6,29,Fri,Dec,4,2,Q2,53,27,2024Q02,2023-Dec,2023-53,202406,202304,202327
12/30/2023,2023,12,2024,6,30,Sat,Dec,4,2,Q2,53,27,2024Q02,2023-Dec,2023-53,202406,202304,202327
12/31/2023,2023,12,2024,6,31,Sun,Dec,4,2,Q2,53,27,2024Q02,2023-Dec,2023-53,202406,202304,202327
1/1/2024,2024,1,2024,7,1,Mon,Jan,1,3,Q3,1,27,2024Q03,2024-Jan,2024-01,202407,202401,202427
1/2/2024,2024,1,2024,7,2,Tue,Jan,1,3,Q3,1,27,2024Q03,2024-Jan,2024-01,202407,202401,202427
1/3/2024,2024,1,2024,7,3,Wed,Jan,1,3,Q3,1,27,2024Q03,2024-Jan,2024-01,202407,202401,202427
1/4/2024,2024,1,2024,7,4,Thu,Jan,1,3,Q3,1,27,2024Q03,2024-Jan,2024-01,202407,202401,202427
1/5/2024,2024,1,2024,7,5,Fri,Jan,1,3,Q3,1,27,2024Q03,2024-Jan,2024-01,202407,202401,202427
1/6/2024,2024,1,2024,7,6,Sat,Jan,1,3,Q3,1,27,2024Q03,2024-Jan,2024-01,202407,202401,202427
1/7/2024,2024,1,2024,7,7,Sun,Jan,1,3,Q3,1,27,2024Q03,2024-Jan,2024-01,202407,202401,202427
1/8/2024,2024,1,2024,7,8,Mon,Jan,1,3,Q3,2,28,2024Q03,2024-Jan,2024-02,202407,202401,202428
1/9/2024,2024,1,2024,7,9,Tue,Jan,1,3,Q3,2,28,2024Q03,2024-Jan,2024-02,202407,202401,202428
1/10/2024,2024,1,2024,7,10,Wed,Jan,1,3,Q3,2,28,2024Q03,2024-Jan,2024-02,202407,202401,202428
1/11/2024,2024,1,2024,7,11,Thu,Jan,1,3,Q3,2,28,2024Q03,2024-Jan,2024-02,202407,202401,202428
1/12/2024,2024,1,2024,7,12,Fri,Jan,1,3,Q3,2,28,2024Q03,2024-Jan,2024-02,202407,202401,202428
1/13/2024,2024,1,2024,7,13,Sat,Jan,1,3,Q3,2,28,2024Q03,2024-Jan,2024-02,202407,202401,202428
1/14/2024,2024,1,2024,7,14,Sun,Jan,1,3,Q3,2,28,2024Q03,2024-Jan,2024-02,202407,202401,202428
1/15/2024,2024,1,2024,7,15,Mon,Jan,1,3,Q3,3,29,2024Q03,2024-Jan,2024-03,202407,202401,202429
1/16/2024,2024,1,2024,7,16,Tue,Jan,1,3,Q3,3,29,2024Q03,2024-Jan,2024-03,202407,202401,202429
1/17/2024,2024,1,2024,7,17,Wed,Jan,1,3,Q3,3,29,2024Q03,2024-Jan,2024-03,202407,202401,202429
1/18/2024,2024,1,2024,7,18,Thu,Jan,1,3,Q3,3,29,2024Q03,2024-Jan,2024-03,202407,202401,202429
1/19/2024,2024,1,2024,7,19,Fri,Jan,1,3,Q3,3,29,2024Q03,2024-Jan,2024-03,202407,202401,202429
1/20/2024,2024,1,2024,7,20,Sat,Jan,1,3,Q3,3,29,2024Q03,2024-Jan,2024-03,202407,202401,202429
1/21/2024,2024,1,2024,7,21,Sun,Jan,1,3,Q3,3,29,2024Q03,2024-Jan,2024-03,202407,202401,202429
1/22/2024,2024,1,2024,7,22,Mon,Jan,1,3,Q3,4,30,2024Q03,2024-Jan,2024-04,202407,202401,202430
1/23/2024,2024,1,2024,7,23,Tue,Jan,1,3,Q3,4,30,2024Q03,2024-Jan,2024-04,202407,202401,202430
1/24/2024,2024,1,2024,7,24,Wed,Jan,1,3,Q3,4,30,2024Q03,2024-Jan,2024-04,202407,202401,202430
1/25/2024,2024,1,2024,7,25,Thu,Jan,1,3,Q3,4,30,2024Q03,2024-Jan,2024-04,202407,202401,202430
1/26/2024,2024,1,2024,7,26,Fri,Jan,1,3,Q3,4,30,2024Q03,2024-Jan,2024-04,202407,202401,202430
1/27/2024,2024,1,2024,7,27,Sat,Jan,1,3,Q3,4,30,2024Q03,2024-Jan,2024-04,202407,202401,202430
1/28/2024,2024,1,2024,7,28,Sun,Jan,1,3,Q3,4,30,2024Q03,2024-Jan,2024-04,202407,202401,202430
1/29/2024,2024,1,2024,7,29,Mon,Jan,1,3,Q3,5,31,2024Q03,2024-Jan,2024-05,202407,202401,202431
1/30/2024,2024,1,2024,7,30,Tue,Jan,1,3,Q3,5,31,2024Q03,2024-Jan,2024-05,202407,202401,202431
1/31/2024,2024,1,2024,7,31,Wed,Jan,1,3,Q3,5,31,2024Q03,2024-Jan,2024-05,202407,202401,202431
2/1/2024,2024,2,2024,8,1,Thu,Feb,1,3,Q3,5,31,2024Q03,2024-Feb,2024-05,202408,202401,202431
2/2/2024,2024,2,2024,8,2,Fri,Feb,1,3,Q3,5,31,2024Q03,2024-Feb,2024-05,202408,202401,202431
2/3/2024,2024,2,2024,8,3,Sat,Feb,1,3,Q3,5,31,2024Q03,2024-Feb,2024-05,202408,202401,202431
2/4/2024,2024,2,2024,8,4,Sun,Feb,1,3,Q3,5,31,2024Q03,2024-Feb,2024-05,202408,202401,202431
2/5/2024,2024,2,2024,8,5,Mon,Feb,1,3,Q3,6,32,2024Q03,2024-Feb,2024-06,202408,202401,202432
2/6/2024,2024,2,2024,8,6,Tue,Feb,1,3,Q3,6,32,2024Q03,2024-Feb,2024-06,202408,202401,202432
2/7/2024,2024,2,2024,8,7,Wed,Feb,1,3,Q3,6,32,2024Q03,2024-Feb,2024-06,202408,202401,202432
2/8/2024,2024,2,2024,8,8,Thu,Feb,1,3,Q3,6,32,2024Q03,2024-Feb,2024-06,202408,202401,202432
2/9/2024,2024,2,2024,8,9,Fri,Feb,1,3,Q3,6,32,2024Q03,2024-Feb,2024-06,202408,202401,202432
2/10/2024,2024,2,2024,8,10,Sat,Feb,1,3,Q3,6,32,2024Q03,2024-Feb,2024-06,202408,202401,202432
2/11/2024,2024,2,2024,8,11,Sun,Feb,1,3,Q3,6,32,2024Q03,2024-Feb,2024-06,202408,202401,202432
2/12/2024,2024,2,2024,8,12,Mon,Feb,1,3,Q3,7,33,2024Q03,2024-Feb,2024-07,202408,202401,202433
2/13/2024,2024,2,2024,8,13,Tue,Feb,1,3,Q3,7,33,2024Q03,2024-Feb,2024-07,202408,202401,202433
2/14/2024,2024,2,2024,8,14,Wed,Feb,1,3,Q3,7,33,2024Q03,2024-Feb,2024-07,202408,202401,202433
2/15/2024,2024,2,2024,8,15,Thu,Feb,1,3,Q3,7,33,2024Q03,2024-Feb,2024-07,202408,202401,202433
2/16/2024,2024,2,2024,8,16,Fri,Feb,1,3,Q3,7,33,2024Q03,2024-Feb,2024-07,202408,202401,202433
2/17/2024,2024,2,2024,8,17,Sat,Feb,1,3,Q3,7,33,2024Q03,2024-Feb,2024-07,202408,202401,202433
2/18/2024,2024,2,2024,8,18,Sun,Feb,1,3,Q3,7,33,2024Q03,2024-Feb,2024-07,202408,202401,202433
2/19/2024,2024,2,2024,8,19,Mon,Feb,1,3,Q3,8,34,2024Q03,2024-Feb,2024-08,202408,202401,202434
2/20/2024,2024,2,2024,8,20,Tue,Feb,1,3,Q3,8,34,2024Q03,2024-Feb,2024-08,202408,202401,202434
2/21/2024,2024,2,2024,8,21,Wed,Feb,1,3,Q3,8,34,2024Q03,2024-Feb,2024-08,202408,202401,202434
2/22/2024,2024,2,2024,8,22,Thu,Feb,1,3,Q3,8,34,2024Q03,2024-Feb,2024-08,202408,202401,202434
2/23/2024,2024,2,2024,8,23,Fri,Feb,1,3,Q3,8,34,2024Q03,2024-Feb,2024-08,202408,202401,202434
2/24/2024,2024,2,2024,8,24,Sat,Feb,1,3,Q3,8,34,2024Q03,2024-Feb,2024-08,202408,202401,202434
2/25/2024,2024,2,2024,8,25,Sun,Feb,1,3,Q3,8,34,2024Q03,2024-Feb,2024-08,202408,202401,202434
2/26/2024,2024,2,2024,8,26,Mon,Feb,1,3,Q3,9,35,2024Q03,2024-Feb,2024-09,202408,202401,202435
2/27/2024,2024,2,2024,8,27,Tue,Feb,1,3,Q3,9,35,2024Q03,2024-Feb,2024-09,202408,202401,202435
2/28/2024,2024,2,2024,8,28,Wed,Feb,1,3,Q3,9,35,2024Q03,2024-Feb,2024-09,202408,202401,202435
2/29/2024,2024,2,2024,8,29,Thu,Feb,1,3,Q3,9,35,2024Q03,2024-Feb,2024-09,202408,202401,202435
3/1/2024,2024,3,2024,9,1,Fri,Mar,1,3,Q3,9,35,2024Q03,2024-Mar,2024-09,202409,202401,202435
3/2/2024,2024,3,2024,9,2,Sat,Mar,1,3,Q3,9,35,2024Q03,2024-Mar,2024-09,202409,202401,202435
3/3/2024,2024,3,2024,9,3,Sun,Mar,1,3,Q3,9,35,2024Q03,2024-Mar,2024-09,202409,202401,202435
3/4/2024,2024,3,2024,9,4,Mon,Mar,1,3,Q3,10,36,2024Q03,2024-Mar,2024-10,202409,202401,202436
3/5/2024,2024,3,2024,9,5,Tue,Mar,1,3,Q3,10,36,2024Q03,2024-Mar,2024-10,202409,202401,202436
3/6/2024,2024,3,2024,9,6,Wed,Mar,1,3,Q3,10,36,2024Q03,2024-Mar,2024-10,202409,202401,202436
3/7/2024,2024,3,2024,9,7,Thu,Mar,1,3,Q3,10,36,2024Q03,2024-Mar,2024-10,202409,202401,202436
3/8/2024,2024,3,2024,9,8,Fri,Mar,1,3,Q3,10,36,2024Q03,2024-Mar,2024-10,202409,202401,202436
3/9/2024,2024,3,2024,9,9,Sat,Mar,1,3,Q3,10,36,2024Q03,2024-Mar,2024-10,202409,202401,202436
3/10/2024,2024,3,2024,9,10,Sun,Mar,1,3,Q3,10,36,2024Q03,2024-Mar,2024-10,202409,202401,202436
3/11/2024,2024,3,2024,9,11,Mon,Mar,1,3,Q3,11,37,2024Q03,2024-Mar,2024-11,202409,202401,202437
3/12/2024,2024,3,2024,9,12,Tue,Mar,1,3,Q3,11,37,2024Q03,2024-Mar,2024-11,202409,202401,202437
3/13/2024,2024,3,2024,9,13,Wed,Mar,1,3,Q3,11,37,2024Q03,2024-Mar,2024-11,202409,202401,202437
3/14/2024,2024,3,2024,9,14,Thu,Mar,1,3,Q3,11,37,2024Q03,2024-Mar,2024-11,202409,202401,202437
3/15/2024,2024,3,2024,9,15,Fri,Mar,1,3,Q3,11,37,2024Q03,2024-Mar,2024-11,202409,202401,202437
3/16/2024,2024,3,2024,9,16,Sat,Mar,1,3,Q3,11,37,2024Q03,2024-Mar,2024-11,202409,202401,202437
3/17/2024,2024,3,2024,9,17,Sun,Mar,1,3,Q3,11,37,2024Q03,2024-Mar,2024-11,202409,202401,202437
3/18/2024,2024,3,2024,9,18,Mon,Mar,1,3,Q3,12,38,2024Q03,2024-Mar,2024-12,202409,202401,202438
3/19/2024,2024,3,2024,9,19,Tue,Mar,1,3,Q3,12,38,2024Q03,2024-Mar,2024-12,202409,202401,202438
3/20/2024,2024,3,2024,9,20,Wed,Mar,1,3,Q3,12,38,2024Q03,2024-Mar,2024-12,202409,202401,202438
3/21/2024,2024,3,2024,9,21,Thu,Mar,1,3,Q3,12,38,2024Q03,2024-Mar,2024-12,202409,202401,202438
3/22/2024,2024,3,2024,9,22,Fri,Mar,1,3,Q3,12,38,2024Q03,2024-Mar,2024-12,202409,202401,202438
3/23/2024,2024,3,2024,9,23,Sat,Mar,1,3,Q3,12,38,2024Q03,2024-Mar,2024-12,202409,202401,202438
3/24/2024,2024,3,2024,9,24,Sun,Mar,1,3,Q3,12,38,2024Q03,2024-Mar,2024-12,202409,202401,202438
3/25/2024,2024,3,2024,9,25,Mon,Mar,1,3,Q3,13,39,2024Q03,2024-Mar,2024-13,202409,202401,202439
3/26/2024,2024,3,2024,9,26,Tue,Mar,1,3,Q3,13,39,2024Q03,2024-Mar,2024-13,202409,202401,202439
3/27/2024,2024,3,2024,9,27,Wed,Mar,1,3,Q3,13,39,2024Q03,2024-Mar,2024-13,202409,202401,202439
3/28/2024,2024,3,2024,9,28,Thu,Mar,1,3,Q3,13,39,2024Q03,2024-Mar,2024-13,202409,202401,202439
3/29/2024,2024,3,2024,9,29,Fri,Mar,1,3,Q3,13,39,2024Q03,2024-Mar,2024-13,202409,202401,202439
3/30/2024,2024,3,2024,9,30,Sat,Mar,1,3,Q3,13,39,2024Q03,2024-Mar,2024-13,202409,202401,202439
3/31/2024,2024,3,2024,9,31,Sun,Mar,1,3,Q3,13,39,2024Q03,2024-Mar,2024-13,202409,202401,202439
4/1/2024,2024,4,2024,10,1,Mon,Apr,2,4,Q4,14,40,2024Q04,2024-Apr,2024-14,202410,202402,202440
4/2/2024,2024,4,2024,10,2,Tue,Apr,2,4,Q4,14,40,2024Q04,2024-Apr,2024-14,202410,202402,202440
4/3/2024,2024,4,2024,10,3,Wed,Apr,2,4,Q4,14,40,2024Q04,2024-Apr,2024-14,202410,202402,202440
4/4/2024,2024,4,2024,10,4,Thu,Apr,2,4,Q4,14,40,2024Q04,2024-Apr,2024-14,202410,202402,202440
4/5/2024,2024,4,2024,10,5,Fri,Apr,2,4,Q4,14,40,2024Q04,2024-Apr,2024-14,202410,202402,202440
4/6/2024,2024,4,2024,10,6,Sat,Apr,2,4,Q4,14,40,2024Q04,2024-Apr,2024-14,202410,202402,202440
4/7/2024,2024,4,2024,10,7,Sun,Apr,2,4,Q4,14,40,2024Q04,2024-Apr,2024-14,202410,202402,202440
4/8/2024,2024,4,2024,10,8,Mon,Apr,2,4,Q4,15,41,2024Q04,2024-Apr,2024-15,202410,202402,202441
4/9/2024,2024,4,2024,10,9,Tue,Apr,2,4,Q4,15,41,2024Q04,2024-Apr,2024-15,202410,202402,202441
4/10/2024,2024,4,2024,10,10,Wed,Apr,2,4,Q4,15,41,2024Q04,2024-Apr,2024-15,202410,202402,202441
4/11/2024,2024,4,2024,10,11,Thu,Apr,2,4,Q4,15,41,2024Q04,2024-Apr,2024-15,202410,202402,202441
4/12/2024,2024,4,2024,10,12,Fri,Apr,2,4,Q4,15,41,2024Q04,2024-Apr,2024-15,202410,202402,202441
4/13/2024,2024,4,2024,10,13,Sat,Apr,2,4,Q4,15,41,2024Q04,2024-Apr,2024-15,202410,202402,202441
4/14/2024,2024,4,2024,10,14,Sun,Apr,2,4,Q4,15,41,2024Q04,2024-Apr,2024-15,202410,202402,202441
4/15/2024,2024,4,2024,10,15,Mon,Apr,2,4,Q4,16,42,2024Q04,2024-Apr,2024-16,202410,202402,202442
4/16/2024,2024,4,2024,10,16,Tue,Apr,2,4,Q4,16,42,2024Q04,2024-Apr,2024-16,202410,202402,202442
4/17/2024,2024,4,2024,10,17,Wed,Apr,2,4,Q4,16,42,2024Q04,2024-Apr,2024-16,202410,202402,202442
4/18/2024,2024,4,2024,10,18,Thu,Apr,2,4,Q4,16,42,2024Q04,2024-Apr,2024-16,202410,202402,202442
4/19/2024,2024,4,2024,10,19,Fri,Apr,2,4,Q4,16,42,2024Q04,2024-Apr,2024-16,202410,202402,202442
4/20/2024,2024,4,2024,10,20,Sat,Apr,2,4,Q4,16,42,2024Q04,2024-Apr,2024-16,202410,202402,202442
4/21/2024,2024,4,2024,10,21,Sun,Apr,2,4,Q4,16,42,2024Q04,2024-Apr,2024-16,202410,202402,202442
4/22/2024,2024,4,2024,10,22,Mon,Apr,2,4,Q4,17,43,2024Q04,2024-Apr,2024-17,202410,202402,202443
4/23/2024,2024,4,2024,10,23,Tue,Apr,2,4,Q4,17,43,2024Q04,2024-Apr,2024-17,202410,202402,202443
4/24/2024,2024,4,2024,10,24,Wed,Apr,2,4,Q4,17,43,2024Q04,2024-Apr,2024-17,202410,202402,202443
4/25/2024,2024,4,2024,10,25,Thu,Apr,2,4,Q4,17,43,2024Q04,2024-Apr,2024-17,202410,202402,202443
4/26/2024,2024,4,2024,10,26,Fri,Apr,2,4,Q4,17,43,2024Q04,2024-Apr,2024-17,202410,202402,202443
4/27/2024,2024,4,2024,10,27,Sat,Apr,2,4,Q4,17,43,2024Q04,2024-Apr,2024-17,202410,202402,202443
4/28/2024,2024,4,2024,10,28,Sun,Apr,2,4,Q4,17,43,2024Q04,2024-Apr,2024-17,202410,202402,202443
4/29/2024,2024,4,2024,10,29,Mon,Apr,2,4,Q4,18,44,2024Q04,2024-Apr,2024-18,202410,202402,202444
4/30/2024,2024,4,2024,10,30,Tue,Apr,2,4,Q4,18,44,2024Q04,2024-Apr,2024-18,202410,202402,202444
5/1/2024,2024,5,2024,11,1,Wed,May,2,4,Q4,18,44,2024Q04,2024-May,2024-18,202411,202402,202444
5/2/2024,2024,5,2024,11,2,Thu,May,2,4,Q4,18,44,2024Q04,2024-May,2024-18,202411,202402,202444
5/3/2024,2024,5,2024,11,3,Fri,May,2,4,Q4,18,44,2024Q04,2024-May,2024-18,202411,202402,202444
5/4/2024,2024,5,2024,11,4,Sat,May,2,4,Q4,18,44,2024Q04,2024-May,2024-18,202411,202402,202444
5/5/2024,2024,5,2024,11,5,Sun,May,2,4,Q4,18,44,2024Q04,2024-May,2024-18,202411,202402,202444
5/6/2024,2024,5,2024,11,6,Mon,May,2,4,Q4,19,45,2024Q04,2024-May,2024-19,202411,202402,202445
5/7/2024,2024,5,2024,11,7,Tue,May,2,4,Q4,19,45,2024Q04,2024-May,2024-19,202411,202402,202445
5/8/2024,2024,5,2024,11,8,Wed,May,2,4,Q4,19,45,2024Q04,2024-May,2024-19,202411,202402,202445
5/9/2024,2024,5,2024,11,9,Thu,May,2,4,Q4,19,45,2024Q04,2024-May,2024-19,202411,202402,202445
5/10/2024,2024,5,2024,11,10,Fri,May,2,4,Q4,19,45,2024Q04,2024-May,2024-19,202411,202402,202445
5/11/2024,2024,5,2024,11,11,Sat,May,2,4,Q4,19,45,2024Q04,2024-May,2024-19,202411,202402,202445
5/12/2024,2024,5,2024,11,12,Sun,May,2,4,Q4,19,45,2024Q04,2024-May,2024-19,202411,202402,202445
5/13/2024,2024,5,2024,11,13,Mon,May,2,4,Q4,20,46,2024Q04,2024-May,2024-20,202411,202402,202446
5/14/2024,2024,5,2024,11,14,Tue,May,2,4,Q4,20,46,2024Q04,2024-May,2024-20,202411,202402,202446
5/15/2024,2024,5,2024,11,15,Wed,May,2,4,Q4,20,46,2024Q04,2024-May,2024-20,202411,202402,202446
5/16/2024,2024,5,2024,11,16,Thu,May,2,4,Q4,20,46,2024Q04,2024-May,2024-20,202411,202402,202446
5/17/2024,2024,5,2024,11,17,Fri,May,2,4,Q4,20,46,2024Q04,2024-May,2024-20,202411,202402,202446
5/18/2024,2024,5,2024,11,18,Sat,May,2,4,Q4,20,46,2024Q04,2024-May,2024-20,202411,202402,202446
5/19/2024,2024,5,2024,11,19,Sun,May,2,4,Q4,20,46,2024Q04,2024-May,2024-20,202411,202402,202446
5/20/2024,2024,5,2024,11,20,Mon,May,2,4,Q4,21,47,2024Q04,2024-May,2024-21,202411,202402,202447
5/21/2024,2024,5,2024,11,21,Tue,May,2,4,Q4,21,47,2024Q04,2024-May,2024-21,202411,202402,202447
5/22/2024,2024,5,2024,11,22,Wed,May,2,4,Q4,21,47,2024Q04,2024-May,2024-21,202411,202402,202447
5/23/2024,2024,5,2024,11,23,Thu,May,2,4,Q4,21,47,2024Q04,2024-May,2024-21,202411,202402,202447
5/24/2024,2024,5,2024,11,24,Fri,May,2,4,Q4,21,47,2024Q04,2024-May,2024-21,202411,202402,202447
5/25/2024,2024,5,2024,11,25,Sat,May,2,4,Q4,21,47,2024Q04,2024-May,2024-21,202411,202402,202447
5/26/2024,2024,5,2024,11,26,Sun,May,2,4,Q4,21,47,2024Q04,2024-May,2024-21,202411,202402,202447
5/27/2024,2024,5,2024,11,27,Mon,May,2,4,Q4,22,48,2024Q04,2024-May,2024-22,202411,202402,202448
5/28/2024,2024,5,2024,11,28,Tue,May,2,4,Q4,22,48,2024Q04,2024-May,2024-22,202411,202402,202448
5/29/2024,2024,5,2024,11,29,Wed,May,2,4,Q4,22,48,2024Q04,2024-May,2024-22,202411,202402,202448
5/30/2024,2024,5,2024,11,30,Thu,May,2,4,Q4,22,48,2024Q04,2024-May,2024-22,202411,202402,202448
5/31/2024,2024,5,2024,11,31,Fri,May,2,4,Q4,22,48,2024Q04,2024-May,2024-22,202411,202402,202448
6/1/2024,2024,6,2024,12,1,Sat,Jun,2,4,Q4,22,48,2024Q04,2024-Jun,2024-22,202412,202402,202448
6/2/2024,2024,6,2024,12,2,Sun,Jun,2,4,Q4,22,48,2024Q04,2024-Jun,2024-22,202412,202402,202448
6/3/2024,2024,6,2024,12,3,Mon,Jun,2,4,Q4,23,49,2024Q04,2024-Jun,2024-23,202412,202402,202449
6/4/2024,2024,6,2024,12,4,Tue,Jun,2,4,Q4,23,49,2024Q04,2024-Jun,2024-23,202412,202402,202449
6/5/2024,2024,6,2024,12,5,Wed,Jun,2,4,Q4,23,49,2024Q04,2024-Jun,2024-23,202412,202402,202449
6/6/2024,2024,6,2024,12,6,Thu,Jun,2,4,Q4,23,49,2024Q04,2024-Jun,2024-23,202412,202402,202449
6/7/2024,2024,6,2024,12,7,Fri,Jun,2,4,Q4,23,49,2024Q04,2024-Jun,2024-23,202412,202402,202449
6/8/2024,2024,6,2024,12,8,Sat,Jun,2,4,Q4,23,49,2024Q04,2024-Jun,2024-23,202412,202402,202449
6/9/2024,2024,6,2024,12,9,Sun,Jun,2,4,Q4,23,49,2024Q04,2024-Jun,2024-23,202412,202402,202449
6/10/2024,2024,6,2024,12,10,Mon,Jun,2,4,Q4,24,50,2024Q04,2024-Jun,2024-24,202412,202402,202450
6/11/2024,2024,6,2024,12,11,Tue,Jun,2,4,Q4,24,50,2024Q04,2024-Jun,2024-24,202412,202402,202450
6/12/2024,2024,6,2024,12,12,Wed,Jun,2,4,Q4,24,50,2024Q04,2024-Jun,2024-24,202412,202402,202450
6/13/2024,2024,6,2024,12,13,Thu,Jun,2,4,Q4,24,50,2024Q04,2024-Jun,2024-24,202412,202402,202450
6/14/2024,2024,6,2024,12,14,Fri,Jun,2,4,Q4,24,50,2024Q04,2024-Jun,2024-24,202412,202402,202450
6/15/2024,2024,6,2024,12,15,Sat,Jun,2,4,Q4,24,50,2024Q04,2024-Jun,2024-24,202412,202402,202450
6/16/2024,2024,6,2024,12,16,Sun,Jun,2,4,Q4,24,50,2024Q04,2024-Jun,2024-24,202412,202402,202450
6/17/2024,2024,6,2024,12,17,Mon,Jun,2,4,Q4,25,51,2024Q04,2024-Jun,2024-25,202412,202402,202451
6/18/2024,2024,6,2024,12,18,Tue,Jun,2,4,Q4,25,51,2024Q04,2024-Jun,2024-25,202412,202402,202451
6/19/2024,2024,6,2024,12,19,Wed,Jun,2,4,Q4,25,51,2024Q04,2024-Jun,2024-25,202412,202402,202451
6/20/2024,2024,6,2024,12,20,Thu,Jun,2,4,Q4,25,51,2024Q04,2024-Jun,2024-25,202412,202402,202451
6/21/2024,2024,6,2024,12,21,Fri,Jun,2,4,Q4,25,51,2024Q04,2024-Jun,2024-25,202412,202402,202451
6/22/2024,2024,6,2024,12,22,Sat,Jun,2,4,Q4,25,51,2024Q04,2024-Jun,2024-25,202412,202402,202451
6/23/2024,2024,6,2024,12,23,Sun,Jun,2,4,Q4,25,51,2024Q04,2024-Jun,2024-25,202412,202402,202451
6/24/2024,2024,6,2024,12,24,Mon,Jun,2,4,Q4,26,52,2024Q04,2024-Jun,2024-26,202412,202402,202452
6/25/2024,2024,6,2024,12,25,Tue,Jun,2,4,Q4,26,52,2024Q04,2024-Jun,2024-26,202412,202402,202452
6/26/2024,2024,6,2024,12,26,Wed,Jun,2,4,Q4,26,52,2024Q04,2024-Jun,2024-26,202412,202402,202452
6/27/2024,2024,6,2024,12,27,Thu,Jun,2,4,Q4,26,52,2024Q04,2024-Jun,2024-26,202412,202402,202452
6/28/2024,2024,6,2024,12,28,Fri,Jun,2,4,Q4,26,52,2024Q04,2024-Jun,2024-26,202412,202402,202452
6/29/2024,2024,6,2024,12,29,Sat,Jun,2,4,Q4,26,52,2024Q04,2024-Jun,2024-26,202412,202402,202452
6/30/2024,2024,6,2024,12,30,Sun,Jun,2,4,Q4,26,52,2024Q04,2024-Jun,2024-26,202412,202402,202452
7/1/2024,2024,7,2025,1,1,Mon,Jul,3,1,Q1,27,1,2025Q01,2024-Jul,2024-27,202501,202403,202401
7/2/2024,2024,7,2025,1,2,Tue,Jul,3,1,Q1,27,1,2025Q01,2024-Jul,2024-27,202501,202403,202401
7/3/2024,2024,7,2025,1,3,Wed,Jul,3,1,Q1,27,1,2025Q01,2024-Jul,2024-27,202501,202403,202401
7/4/2024,2024,7,2025,1,4,Thu,Jul,3,1,Q1,27,1,2025Q01,2024-Jul,2024-27,202501,202403,202401
7/5/2024,2024,7,2025,1,5,Fri,Jul,3,1,Q1,27,1,2025Q01,2024-Jul,2024-27,202501,202403,202401
7/6/2024,2024,7,2025,1,6,Sat,Jul,3,1,Q1,27,1,2025Q01,2024-Jul,2024-27,202501,202403,202401
7/7/2024,2024,7,2025,1,7,Sun,Jul,3,1,Q1,27,1,2025Q01,2024-Jul,2024-27,202501,202403,202401
7/8/2024,2024,7,2025,1,8,Mon,Jul,3,1,Q1,28,2,2025Q01,2024-Jul,2024-28,202501,202403,202402
7/9/2024,2024,7,2025,1,9,Tue,Jul,3,1,Q1,28,2,2025Q01,2024-Jul,2024-28,202501,202403,202402
7/10/2024,2024,7,2025,1,10,Wed,Jul,3,1,Q1,28,2,2025Q01,2024-Jul,2024-28,202501,202403,202402
7/11/2024,2024,7,2025,1,11,Thu,Jul,3,1,Q1,28,2,2025Q01,2024-Jul,2024-28,202501,202403,202402
7/12/2024,2024,7,2025,1,12,Fri,Jul,3,1,Q1,28,2,2025Q01,2024-Jul,2024-28,202501,202403,202402
7/13/2024,2024,7,2025,1,13,Sat,Jul,3,1,Q1,28,2,2025Q01,2024-Jul,2024-28,202501,202403,202402
7/14/2024,2024,7,2025,1,14,Sun,Jul,3,1,Q1,28,2,2025Q01,2024-Jul,2024-28,202501,202403,202402
7/15/2024,2024,7,2025,1,15,Mon,Jul,3,1,Q1,29,3,2025Q01,2024-Jul,2024-29,202501,202403,202403
7/16/2024,2024,7,2025,1,16,Tue,Jul,3,1,Q1,29,3,2025Q01,2024-Jul,2024-29,202501,202403,202403
